hhid,totalvehs,homelga,weekly_hhinc_group,annual_hhinc_group
Y24H6140421,2,Merri-bek (C),13,13
Y24H6140424,1,Merri-bek (C),10,10
Y24H6140435,1,Merri-bek (C),9,9
Y24H6140438,0,Merri-bek (C),5,5
Y24H6140440,1,Merri-bek (C),10,10
Y24H6140504,1,Hobsons Bay (C),6,6
Y24H6140507,1,Hobsons Bay (C),13,13
Y24H6140509,3,Hobsons Bay (C),10,10
Y24H6140510,0,Hobsons Bay (C),6,6
Y24H6140516,2,Hobsons Bay (C),11,11
Y24H6140517,2,Hobsons Bay (C),12,12
Y24H6140522,1,Hobsons Bay (C),10,10
Y24H6140525,1,Hobsons Bay (C),10,10
Y24H6140529,0,Hobsons Bay (C),12,12
Y24H6140531,2,Hobsons Bay (C),11,11
Y24H6140536,2,Hobsons Bay (C),13,13
Y24H6140540,1,Hobsons Bay (C),11,11
Y24H6146101,2,Greater Shepparton (C),11,11
Y24H6146104,2,Greater Shepparton (C),8,8
Y24H6146108,4,Greater Shepparton (C),7,7
Y24H6146109,1,Greater Shepparton (C),8,8
Y24H6146112,1,Greater Shepparton (C),8,8
Y24H6146113,2,Greater Shepparton (C),9,9
Y24H6146115,2,Greater Shepparton (C),12,12
Y24H6146116,2,Greater Shepparton (C),17,17
Y24H6146120,2,Greater Shepparton (C),9,9
Y24H6146122,4,Greater Shepparton (C),4,4
Y24H6146124,1,Greater Shepparton (C),14,14
Y24H6146125,1,Greater Shepparton (C),4,4
Y24H6146126,3,Greater Shepparton (C),9,9
Y24H6146130,1,Greater Shepparton (C),1,1
Y24H6146131,4,Greater Shepparton (C),12,12
Y24H6146132,2,Greater Shepparton (C),12,12
Y24H6146133,1,Greater Shepparton (C),5,5
Y24H6146134,1,Greater Shepparton (C),0,0
Y24H6146135,1,Greater Shepparton (C),4,4
Y24H6146137,2,Greater Shepparton (C),12,12
Y24H6146139,0,Greater Shepparton (C),9,9
Y24H6146140,1,Greater Shepparton (C),10,10
Y24H6146141,1,Greater Shepparton (C),4,4
Y24H6146201,2,Greater Shepparton (C),8,8
Y24H6146203,2,Greater Shepparton (C),15,15
Y24H6146204,2,Greater Shepparton (C),15,15
Y24H6146206,2,Greater Shepparton (C),6,6
Y24H6146207,2,Greater Shepparton (C),7,7
Y24H6146209,3,Greater Shepparton (C),17,17
Y24H6146210,2,Greater Shepparton (C),7,7
Y24H6146211,1,Greater Shepparton (C),2,2
Y24H6146212,1,Greater Shepparton (C),7,7
Y24H6146213,2,Greater Shepparton (C),13,13
Y24H6146215,1,Greater Shepparton (C),13,13
Y24H6146217,1,Greater Shepparton (C),4,4
Y24H6146218,1,Greater Shepparton (C),3,3
Y24H6146220,2,Greater Shepparton (C),11,11
Y24H6146223,1,Greater Shepparton (C),13,13
Y24H6146225,2,Greater Shepparton (C),16,16
Y24H6146229,2,Greater Shepparton (C),10,10
Y24H6146234,2,Greater Shepparton (C),4,4
Y24H6146235,1,Greater Shepparton (C),5,5
Y24H6150104,2,Casey (C),12,12
Y24H6150108,2,Casey (C),8,8
Y24H6150115,2,Casey (C),11,11
Y24H6150119,2,Casey (C),8,8
Y24H6150123,1,Casey (C),8,8
Y24H6150124,2,Casey (C),14,14
Y24H6150125,2,Casey (C),14,14
Y24H6150129,1,Casey (C),8,8
Y24H6150130,1,Casey (C),6,6
Y24H6150132,3,Casey (C),17,17
Y24H6150134,4,Casey (C),13,13
Y24H6150139,2,Casey (C),6,6
Y24H6150140,2,Casey (C),11,11
Y24H6150141,3,Casey (C),7,7
Y24H6150142,1,Casey (C),3,3
Y24H6150302,0,Moonee Valley (C),12,12
Y24H6150303,6,Moonee Valley (C),17,17
Y24H6150305,3,Moonee Valley (C),14,14
Y24H6150307,2,Moonee Valley (C),18,18
Y24H6150308,2,Moonee Valley (C),9,9
Y24H6150316,2,Moonee Valley (C),17,17
Y24H6150322,1,Moonee Valley (C),14,14
Y24H6150328,2,Moonee Valley (C),17,17
Y24H6150334,1,Moonee Valley (C),12,12
Y24H6150336,1,Moonee Valley (C),17,17
Y24H6150340,1,Moonee Valley (C),12,12
Y24H6150503,3,Wyndham (C),10,10
Y24H6150507,1,Wyndham (C),5,5
Y24H6150509,1,Wyndham (C),1,1
Y24H6150511,1,Wyndham (C),8,8
Y24H6150514,0,Wyndham (C),7,7
Y24H6150515,1,Wyndham (C),10,10
Y24H6150519,3,Wyndham (C),5,5
Y24H6150522,2,Wyndham (C),9,9
Y24H6150523,3,Wyndham (C),7,7
Y24H6150524,2,Wyndham (C),8,8
Y24H6150525,1,Wyndham (C),12,12
Y24H6150528,2,Wyndham (C),12,12
Y24H6150530,1,Wyndham (C),8,8
Y24H6150539,1,Wyndham (C),11,11
Y24H6156101,1,Campaspe (S),4,4
Y24H6156106,0,Campaspe (S),12,12
Y24H6156107,1,Campaspe (S),5,5
Y24H6156109,1,Campaspe (S),6,6
Y24H6156115,1,Campaspe (S),3,3
Y24H6156119,1,Campaspe (S),2,2
Y24H6156123,1,Campaspe (S),8,8
Y24H6156124,1,Campaspe (S),5,5
Y24H6156127,1,Campaspe (S),15,15
Y24H6156131,1,Campaspe (S),9,9
Y24H6156135,1,Campaspe (S),4,4
Y24H6156136,2,Campaspe (S),4,4
Y24H6156201,1,Greater Shepparton (C),6,6
Y24H6156204,0,Greater Shepparton (C),5,5
Y24H6156205,1,Greater Shepparton (C),8,8
Y24H6156210,1,Greater Shepparton (C),8,8
Y24H6156211,1,Greater Shepparton (C),9,9
Y24H6156215,0,Greater Shepparton (C),5,5
Y24H6156223,2,Greater Shepparton (C),11,11
Y24H6156224,2,Greater Shepparton (C),10,10
Y24H6156228,2,Greater Shepparton (C),8,8
Y24H6156229,1,Greater Shepparton (C),6,6
Y24H6156231,3,Greater Shepparton (C),12,12
Y24H6156234,1,Greater Shepparton (C),10,10
Y24H6156236,2,Greater Shepparton (C),14,14
Y24H6156237,2,Greater Shepparton (C),13,13
Y24H6156242,2,Greater Shepparton (C),11,11
Y24H6160107,2,Mornington Peninsula (S),12,12
Y24H6160108,2,Mornington Peninsula (S),18,18
Y24H6160109,2,Mornington Peninsula (S),8,8
Y24H6160110,0,Mornington Peninsula (S),6,6
Y24H6160118,3,Mornington Peninsula (S),4,4
Y24H6160122,0,Mornington Peninsula (S),7,7
Y24H6160123,1,Mornington Peninsula (S),12,12
Y24H6160132,1,Mornington Peninsula (S),4,4
Y24H6160133,6,Mornington Peninsula (S),12,12
Y24H6160139,2,Mornington Peninsula (S),12,12
Y24H6160202,1,Monash (C),12,12
Y24H6160208,3,Monash (C),15,15
Y24H6160209,2,Monash (C),12,12
Y24H6160211,2,Monash (C),17,17
Y24H6160214,1,Monash (C),18,18
Y24H6160215,2,Monash (C),15,15
Y24H6160216,2,Monash (C),14,14
Y24H6160217,4,Monash (C),13,13
Y24H6160222,2,Monash (C),9,9
Y24H6160224,1,Monash (C),12,12
Y24H6160229,1,Monash (C),7,7
Y24H6160231,1,Monash (C),7,7
Y24H6160233,2,Monash (C),18,18
Y24H6160239,1,Monash (C),18,18
Y24H6160240,0,Monash (C),1,1
Y24H6160304,1,Melbourne (C),13,13
Y24H6160305,1,Melbourne (C),8,8
Y24H6160308,2,Melbourne (C),10,10
Y24H6160310,0,Melbourne (C),12,12
Y24H6160311,1,Melbourne (C),6,6
Y24H6160312,1,Melbourne (C),5,5
Y24H6160313,1,Melbourne (C),16,16
Y24H6160319,3,Melbourne (C),3,3
Y24H6160327,1,Yarra (C),16,16
Y24H6160328,1,Yarra (C),13,13
Y24H6160332,1,Yarra (C),4,4
Y24H6160333,0,Yarra (C),10,10
Y24H6160334,1,Yarra (C),17,17
Y24H6160335,2,Yarra (C),18,18
Y24H6160337,1,Yarra (C),0,0
Y24H6160342,3,Yarra (C),15,15
Y24H6160401,1,Banyule (C),6,6
Y24H6160402,2,Banyule (C),14,14
Y24H6160403,1,Banyule (C),4,4
Y24H6160404,2,Banyule (C),6,6
Y24H6160416,2,Banyule (C),13,13
Y24H6160417,2,Banyule (C),7,7
Y24H6160421,1,Banyule (C),4,4
Y24H6160422,1,Banyule (C),9,9
Y24H6160423,3,Banyule (C),7,7
Y24H6160427,2,Banyule (C),17,17
Y24H6160428,1,Banyule (C),9,9
Y24H6160430,1,Banyule (C),6,6
Y24H6160432,4,Banyule (C),12,12
Y24H6160434,1,Banyule (C),9,9
Y24H6160436,2,Banyule (C),15,15
Y24H6160440,1,Banyule (C),5,5
Y24H6160442,3,Banyule (C),6,6
Y24H6170101,1,Casey (C),7,7
Y24H6170105,2,Casey (C),6,6
Y24H6170107,2,Casey (C),12,12
Y24H6170108,2,Casey (C),2,2
Y24H6170111,1,Casey (C),8,8
Y24H6170117,3,Casey (C),11,11
Y24H6170121,2,Casey (C),3,3
Y24H6170123,3,Casey (C),12,12
Y24H6170124,1,Casey (C),12,12
Y24H6170127,2,Casey (C),3,3
Y24H6170129,3,Casey (C),9,9
Y24H6170131,2,Casey (C),3,3
Y24H6170138,1,Casey (C),1,1
Y24H6170140,1,Casey (C),1,1
Y24H6170142,1,Casey (C),14,14
Y24H6170301,1,Boroondara (C),18,18
Y24H6170303,2,Boroondara (C),11,11
Y24H6170304,1,Boroondara (C),7,7
Y24H6170305,1,Boroondara (C),9,9
Y24H6170306,1,Boroondara (C),13,13
Y24H6170308,2,Boroondara (C),17,17
Y24H6170309,2,Boroondara (C),13,13
Y24H6170310,1,Boroondara (C),18,18
Y24H6170311,1,Boroondara (C),6,6
Y24H6170312,1,Boroondara (C),19,19
Y24H6170313,1,Boroondara (C),9,9
Y24H6170314,1,Boroondara (C),18,18
Y24H6170315,2,Boroondara (C),7,7
Y24H6170317,1,Boroondara (C),8,8
Y24H6170318,1,Boroondara (C),8,8
Y24H6170319,2,Boroondara (C),15,15
Y24H6170321,1,Boroondara (C),15,15
Y24H6170322,2,Glen Eira (C),4,4
Y24H6170323,1,Glen Eira (C),9,9
Y24H6170324,2,Glen Eira (C),13,13
Y24H6170329,1,Glen Eira (C),8,8
Y24H6170332,1,Glen Eira (C),10,10
Y24H6170337,0,Glen Eira (C),10,10
Y24H6170341,0,Glen Eira (C),7,7
Y24H6170404,0,Darebin (C),12,12
Y24H6170405,1,Darebin (C),4,4
Y24H6170407,2,Darebin (C),12,12
Y24H6170409,1,Darebin (C),14,14
Y24H6170410,1,Darebin (C),14,14
Y24H6170411,0,Darebin (C),7,7
Y24H6170413,0,Darebin (C),13,13
Y24H6170414,2,Darebin (C),18,18
Y24H6170415,3,Darebin (C),15,15
Y24H6170418,0,Darebin (C),2,2
Y24H6170420,1,Darebin (C),13,13
Y24H6170424,2,Darebin (C),13,13
Y24H6170426,1,Darebin (C),12,12
Y24H6170427,1,Darebin (C),14,14
Y24H6170430,1,Darebin (C),9,9
Y24H6170432,1,Darebin (C),7,7
Y24H6170433,0,Darebin (C),2,2
Y24H6170434,0,Darebin (C),7,7
Y24H6170436,1,Darebin (C),10,10
Y24H6170438,2,Darebin (C),8,8
Y24H6170440,1,Darebin (C),14,14
Y24H6180101,2,Casey (C),10,10
Y24H6180103,3,Casey (C),16,16
Y24H6180104,4,Casey (C),13,13
Y24H6180109,4,Casey (C),15,15
Y24H6180116,1,Casey (C),7,7
Y24H6180118,2,Casey (C),10,10
Y24H6180121,0,Casey (C),5,5
Y24H6180123,1,Greater Dandenong (C),13,13
Y24H6180126,1,Greater Dandenong (C),16,16
Y24H6180133,1,Greater Dandenong (C),5,5
Y24H6180136,0,Greater Dandenong (C),7,7
Y24H6180138,1,Greater Dandenong (C),8,8
Y24H6180142,1,Greater Dandenong (C),8,8
Y24H6180202,2,Knox (C),14,14
Y24H6180203,2,Knox (C),15,15
Y24H6180205,1,Knox (C),12,12
Y24H6180206,1,Knox (C),3,3
Y24H6180208,1,Knox (C),4,4
Y24H6180209,2,Knox (C),10,10
Y24H6180210,2,Knox (C),8,8
Y24H6180212,3,Knox (C),14,14
Y24H6180214,0,Knox (C),3,3
Y24H6180217,3,Knox (C),15,15
Y24H6180218,3,Knox (C),17,17
Y24H6180219,2,Knox (C),11,11
Y24H6180220,3,Knox (C),13,13
Y24H6180221,3,Knox (C),18,18
Y24H6180224,2,Yarra Ranges (S),6,6
Y24H6180225,2,Yarra Ranges (S),13,13
Y24H6180226,2,Yarra Ranges (S),3,3
Y24H6180227,3,Yarra Ranges (S),14,14
Y24H6180233,1,Yarra Ranges (S),4,4
Y24H6180234,3,Yarra Ranges (S),12,12
Y24H6180235,2,Yarra Ranges (S),15,15
Y24H6180237,3,Yarra Ranges (S),13,13
Y24H6180240,2,Yarra Ranges (S),13,13
Y24H6180402,1,Merri-bek (C),5,5
Y24H6180406,0,Merri-bek (C),8,8
Y24H6180407,2,Merri-bek (C),5,5
Y24H6180409,1,Merri-bek (C),10,10
Y24H6180410,4,Merri-bek (C),6,6
Y24H6180415,1,Merri-bek (C),7,7
Y24H6180417,1,Merri-bek (C),14,14
Y24H6180421,2,Merri-bek (C),8,8
Y24H6180424,1,Merri-bek (C),14,14
Y24H6180428,1,Merri-bek (C),12,12
Y24H6180430,1,Merri-bek (C),13,13
Y24H6180441,1,Merri-bek (C),11,11
Y24H6180501,2,Maribyrnong (C),13,13
Y24H6180507,2,Maribyrnong (C),13,13
Y24H6180509,4,Maribyrnong (C),1,1
Y24H6180510,4,Maribyrnong (C),9,9
Y24H6180513,4,Maribyrnong (C),16,16
Y24H6180515,3,Maribyrnong (C),15,15
Y24H6180516,3,Maribyrnong (C),10,10
Y24H6180518,1,Maribyrnong (C),7,7
Y24H6180520,1,Maribyrnong (C),2,2
Y24H6180523,2,Moonee Valley (C),17,17
Y24H6180524,2,Moonee Valley (C),13,13
Y24H6180525,1,Moonee Valley (C),4,4
Y24H6180529,3,Moonee Valley (C),17,17
Y24H6180531,2,Moonee Valley (C),7,7
Y24H6180534,2,Moonee Valley (C),12,12
Y24H6180536,2,Moonee Valley (C),14,14
Y24H6180539,2,Moonee Valley (C),13,13
Y24H6180542,3,Moonee Valley (C),13,13
Y24H6190104,2,Mornington Peninsula (S),3,3
Y24H6190106,2,Mornington Peninsula (S),5,5
Y24H6190107,2,Mornington Peninsula (S),10,10
Y24H6190108,1,Mornington Peninsula (S),6,6
Y24H6190110,2,Mornington Peninsula (S),14,14
Y24H6190115,2,Mornington Peninsula (S),10,10
Y24H6190117,1,Mornington Peninsula (S),8,8
Y24H6190118,2,Mornington Peninsula (S),13,13
Y24H6190120,3,Mornington Peninsula (S),14,14
Y24H6190121,2,Mornington Peninsula (S),14,14
Y24H6190122,7,Mornington Peninsula (S),11,11
Y24H6190124,2,Mornington Peninsula (S),11,11
Y24H6190125,2,Mornington Peninsula (S),11,11
Y24H6190130,3,Mornington Peninsula (S),13,13
Y24H6190132,2,Mornington Peninsula (S),17,17
Y24H6190133,1,Mornington Peninsula (S),12,12
Y24H6190136,3,Mornington Peninsula (S),11,11
Y24H6190137,3,Mornington Peninsula (S),12,12
Y24H6190138,2,Mornington Peninsula (S),12,12
Y24H6190139,3,Mornington Peninsula (S),14,14
Y24H6190142,2,Mornington Peninsula (S),6,6
Y24H6190201,2,Boroondara (C),7,7
Y24H6190202,1,Boroondara (C),17,17
Y24H6190204,0,Boroondara (C),12,12
Y24H6190205,4,Boroondara (C),12,12
Y24H6190212,2,Boroondara (C),16,16
Y24H6190214,3,Boroondara (C),13,13
Y24H6190219,2,Boroondara (C),7,7
Y24H6190222,2,Boroondara (C),7,7
Y24H6190226,3,Boroondara (C),8,8
Y24H6190229,2,Boroondara (C),12,12
Y24H6190232,4,Boroondara (C),17,17
Y24H6190233,2,Boroondara (C),12,12
Y24H6190235,1,Boroondara (C),4,4
Y24H6190238,1,Boroondara (C),12,12
Y24H6190239,1,Boroondara (C),14,14
Y24H6190241,1,Boroondara (C),9,9
Y24H6190242,2,Boroondara (C),3,3
Y24H6190302,4,Glen Eira (C),14,14
Y24H6190304,2,Glen Eira (C),14,14
Y24H6190306,1,Glen Eira (C),7,7
Y24H6190307,1,Glen Eira (C),2,2
Y24H6190308,1,Glen Eira (C),9,9
Y24H6190313,1,Glen Eira (C),17,17
Y24H6190314,1,Glen Eira (C),17,17
Y24H6190315,2,Glen Eira (C),15,15
Y24H6190319,2,Glen Eira (C),16,16
Y24H6190321,0,Glen Eira (C),12,12
Y24H6190322,1,Glen Eira (C),5,5
Y24H6190324,2,Glen Eira (C),1,1
Y24H6190325,1,Glen Eira (C),10,10
Y24H6190327,1,Glen Eira (C),4,4
Y24H6190330,3,Glen Eira (C),17,17
Y24H6190331,1,Glen Eira (C),18,18
Y24H6190332,1,Glen Eira (C),4,4
Y24H6190335,1,Glen Eira (C),0,0
Y24H6190404,1,Darebin (C),8,8
Y24H6190406,1,Darebin (C),7,7
Y24H6190408,2,Darebin (C),17,17
Y24H6190409,1,Darebin (C),4,4
Y24H6190423,0,Darebin (C),4,4
Y24H6190429,0,Darebin (C),4,4
Y24H6190432,1,Darebin (C),3,3
Y24H6190435,1,Darebin (C),5,5
Y24H6190437,1,Darebin (C),4,4
Y24H6190440,1,Darebin (C),7,7
Y24H6200102,1,Mornington Peninsula (S),13,13
Y24H6200103,2,Mornington Peninsula (S),12,12
Y24H6200105,3,Mornington Peninsula (S),16,16
Y24H6200107,2,Mornington Peninsula (S),4,4
Y24H6200109,1,Mornington Peninsula (S),7,7
Y24H6200110,2,Mornington Peninsula (S),9,9
Y24H6200112,2,Mornington Peninsula (S),10,10
Y24H6200113,2,Mornington Peninsula (S),9,9
Y24H6200114,2,Mornington Peninsula (S),5,5
Y24H6200116,1,Mornington Peninsula (S),3,3
Y24H6200122,1,Mornington Peninsula (S),12,12
Y24H6200124,1,Mornington Peninsula (S),8,8
Y24H6200126,1,Mornington Peninsula (S),11,11
Y24H6200136,2,Mornington Peninsula (S),11,11
Y24H6200137,0,Mornington Peninsula (S),2,2
Y24H6200139,1,Mornington Peninsula (S),7,7
Y24H6200304,1,Bayside (C),2,2
Y24H6200307,1,Bayside (C),14,14
Y24H6200308,2,Bayside (C),14,14
Y24H6200309,2,Bayside (C),14,14
Y24H6200310,2,Bayside (C),14,14
Y24H6200311,3,Bayside (C),13,13
Y24H6200313,2,Bayside (C),2,2
Y24H6200314,4,Bayside (C),18,18
Y24H6200316,2,Bayside (C),12,12
Y24H6200318,2,Bayside (C),18,18
Y24H6200321,1,Bayside (C),11,11
Y24H6200323,2,Glen Eira (C),18,18
Y24H6200324,2,Glen Eira (C),17,17
Y24H6200326,3,Glen Eira (C),14,14
Y24H6200327,1,Glen Eira (C),15,15
Y24H6200328,2,Glen Eira (C),10,10
Y24H6200329,1,Glen Eira (C),15,15
Y24H6200330,1,Glen Eira (C),10,10
Y24H6200331,3,Glen Eira (C),14,14
Y24H6200333,3,Glen Eira (C),2,2
Y24H6200336,2,Glen Eira (C),1,1
Y24H6200339,3,Glen Eira (C),17,17
Y24H6200340,4,Glen Eira (C),12,12
Y24H6200341,1,Glen Eira (C),16,16
Y24H6200405,4,Murrindindi (S),15,15
Y24H6200406,2,Murrindindi (S),13,13
Y24H6200410,2,Murrindindi (S),9,9
Y24H6200415,2,Murrindindi (S),14,14
Y24H6200416,2,Murrindindi (S),3,3
Y24H6200420,3,Murrindindi (S),13,13
Y24H6200421,1,Murrindindi (S),13,13
Y24H6200427,4,Whittlesea (C),12,12
Y24H6200429,2,Whittlesea (C),8,8
Y24H6200430,2,Whittlesea (C),16,16
Y24H6200431,2,Whittlesea (C),14,14
Y24H6200440,2,Whittlesea (C),15,15
Y24H6210201,3,Knox (C),13,13
Y24H6210205,3,Knox (C),16,16
Y24H6210206,2,Knox (C),4,4
Y24H6210208,2,Knox (C),14,14
Y24H6210211,2,Knox (C),15,15
Y24H6210212,2,Knox (C),17,17
Y24H6210214,2,Knox (C),9,9
Y24H6210217,1,Knox (C),6,6
Y24H6210218,2,Knox (C),18,18
Y24H6210223,1,Knox (C),15,15
Y24H6210227,4,Knox (C),2,2
Y24H6210228,2,Knox (C),9,9
Y24H6210229,2,Knox (C),17,17
Y24H6210230,2,Knox (C),13,13
Y24H6210231,2,Knox (C),17,17
Y24H6210234,2,Knox (C),6,6
Y24H6210235,3,Knox (C),15,15
Y24H6210236,2,Knox (C),12,12
Y24H6210237,1,Knox (C),13,13
Y24H6210238,2,Knox (C),13,13
Y24H6210239,1,Knox (C),1,1
Y24H6210241,1,Knox (C),6,6
Y24H6210402,0,Darebin (C),9,9
Y24H6210404,0,Darebin (C),7,7
Y24H6210406,1,Darebin (C),1,1
Y24H6210407,1,Darebin (C),3,3
Y24H6210408,2,Darebin (C),13,13
Y24H6210409,2,Darebin (C),7,7
Y24H6210422,2,Darebin (C),15,15
Y24H6210425,2,Darebin (C),10,10
Y24H6210427,1,Darebin (C),10,10
Y24H6210428,5,Darebin (C),17,17
Y24H6210430,2,Darebin (C),12,12
Y24H6210434,2,Darebin (C),7,7
Y24H6210435,5,Darebin (C),19,19
Y24H6210438,3,Darebin (C),8,8
Y24H6210501,1,Melton (S),12,12
Y24H6210506,1,Melton (S),12,12
Y24H6210508,2,Melton (S),12,12
Y24H6210509,1,Melton (S),15,15
Y24H6210511,2,Melton (S),8,8
Y24H6210515,1,Melton (S),5,5
Y24H6210516,2,Melton (S),4,4
Y24H6210523,2,Melton (S),18,18
Y24H6210525,2,Melton (S),14,14
Y24H6210527,2,Melton (S),6,6
Y24H6210528,2,Melton (S),14,14
Y24H6210533,2,Melton (S),12,12
Y24H6210539,1,Melton (S),4,4
Y24H6210540,1,Melton (S),17,17
Y24H6220101,2,Frankston (C),15,15
Y24H6220108,0,Frankston (C),10,10
Y24H6220111,2,Frankston (C),10,10
Y24H6220114,3,Frankston (C),6,6
Y24H6220119,0,Frankston (C),2,2
Y24H6220121,1,Frankston (C),6,6
Y24H6220130,0,Frankston (C),1,1
Y24H6220131,0,Frankston (C),12,12
Y24H6220133,1,Frankston (C),9,9
Y24H6220142,1,Frankston (C),6,6
Y24H6220402,1,Whittlesea (C),14,14
Y24H6220406,1,Whittlesea (C),3,3
Y24H6220408,3,Whittlesea (C),13,13
Y24H6220409,2,Whittlesea (C),13,13
Y24H6220411,2,Whittlesea (C),13,13
Y24H6220412,1,Whittlesea (C),9,9
Y24H6220417,2,Whittlesea (C),13,13
Y24H6220419,2,Whittlesea (C),12,12
Y24H6220420,2,Whittlesea (C),17,17
Y24H6220429,2,Whittlesea (C),17,17
Y24H6220436,1,Whittlesea (C),10,10
Y24H6220442,2,Whittlesea (C),9,9
Y24H6220501,2,Wyndham (C),10,10
Y24H6220503,1,Wyndham (C),14,14
Y24H6220505,3,Wyndham (C),12,12
Y24H6220506,2,Wyndham (C),8,8
Y24H6220507,2,Wyndham (C),15,15
Y24H6220511,1,Wyndham (C),2,2
Y24H6220515,2,Wyndham (C),10,10
Y24H6220516,2,Wyndham (C),9,9
Y24H6220524,2,Wyndham (C),12,12
Y24H6220531,1,Wyndham (C),8,8
Y24H6220532,1,Wyndham (C),17,17
Y24H6220533,2,Wyndham (C),12,12
Y24H6220534,2,Wyndham (C),17,17
Y24H6220536,3,Wyndham (C),9,9
Y24H6220539,1,Wyndham (C),14,14
Y24H6220542,1,Wyndham (C),4,4
Y24H6230102,2,Greater Dandenong (C),6,6
Y24H6230117,1,Greater Dandenong (C),5,5
Y24H6230118,1,Greater Dandenong (C),12,12
Y24H6230119,2,Greater Dandenong (C),18,18
Y24H6230127,3,Greater Dandenong (C),11,11
Y24H6230130,4,Greater Dandenong (C),11,11
Y24H6230132,3,Greater Dandenong (C),18,18
Y24H6230137,0,Greater Dandenong (C),9,9
Y24H6230140,2,Greater Dandenong (C),9,9
Y24H6230141,1,Greater Dandenong (C),6,6
Y24H6230401,3,Banyule (C),16,16
Y24H6230402,1,Banyule (C),11,11
Y24H6230404,4,Banyule (C),18,18
Y24H6230405,1,Banyule (C),10,10
Y24H6230407,1,Banyule (C),9,9
Y24H6230408,2,Banyule (C),18,18
Y24H6230409,3,Banyule (C),18,18
Y24H6230411,4,Banyule (C),18,18
Y24H6230412,1,Banyule (C),18,18
Y24H6230415,2,Banyule (C),12,12
Y24H6230416,2,Banyule (C),12,12
Y24H6230419,1,Banyule (C),7,7
Y24H6230420,2,Banyule (C),9,9
Y24H6230421,1,Banyule (C),17,17
Y24H6230424,1,Manningham (C),12,12
Y24H6230430,1,Manningham (C),7,7
Y24H6230431,1,Manningham (C),6,6
Y24H6230432,1,Manningham (C),11,11
Y24H6230433,2,Manningham (C),10,10
Y24H6230436,2,Manningham (C),15,15
Y24H6230439,3,Manningham (C),13,13
Y24H6230501,2,Moorabool (S),9,9
Y24H6230505,2,Moorabool (S),12,12
Y24H6230506,1,Moorabool (S),5,5
Y24H6230510,1,Moorabool (S),11,11
Y24H6230511,2,Moorabool (S),10,10
Y24H6230513,2,Moorabool (S),14,14
Y24H6230516,2,Moorabool (S),11,11
Y24H6230518,2,Moorabool (S),8,8
Y24H6230519,1,Moorabool (S),12,12
Y24H6230520,1,Moorabool (S),14,14
Y24H6230521,1,Moorabool (S),17,17
Y24H6230522,2,Moorabool (S),12,12
Y24H6230523,2,Moorabool (S),5,5
Y24H6230524,2,Moorabool (S),17,17
Y24H6230525,1,Moorabool (S),12,12
Y24H6230527,2,Moorabool (S),12,12
Y24H6230529,2,Moorabool (S),17,17
Y24H6230530,1,Moorabool (S),14,14
Y24H6230531,2,Moorabool (S),12,12
Y24H6230533,1,Moorabool (S),15,15
Y24H6230534,2,Moorabool (S),4,4
Y24H6230535,2,Moorabool (S),13,13
Y24H6230536,7,Moorabool (S),15,15
Y24H6230542,2,Moorabool (S),6,6
Y24H6240201,1,Manningham (C),12,12
Y24H6240205,0,Manningham (C),6,6
Y24H6240213,2,Manningham (C),16,16
Y24H6240216,1,Manningham (C),10,10
Y24H6240218,1,Manningham (C),6,6
Y24H6240222,1,Manningham (C),10,10
Y24H6240227,1,Manningham (C),12,12
Y24H6240229,2,Manningham (C),15,15
Y24H6240233,2,Manningham (C),14,14
Y24H6240238,1,Manningham (C),12,12
Y24H6240240,2,Manningham (C),14,14
Y24H6240401,3,Banyule (C),11,11
Y24H6240404,2,Banyule (C),12,12
Y24H6240407,2,Banyule (C),14,14
Y24H6240410,2,Banyule (C),10,10
Y24H6240413,2,Banyule (C),17,17
Y24H6240414,1,Banyule (C),12,12
Y24H6240415,3,Banyule (C),8,8
Y24H6240416,1,Banyule (C),18,18
Y24H6240417,2,Banyule (C),11,11
Y24H6240418,2,Banyule (C),15,15
Y24H6240419,2,Banyule (C),17,17
Y24H6240426,7,Banyule (C),13,13
Y24H6240429,1,Banyule (C),5,5
Y24H6240431,2,Banyule (C),15,15
Y24H6240432,1,Banyule (C),8,8
Y24H6240433,2,Banyule (C),12,12
Y24H6240437,1,Banyule (C),14,14
Y24H6240440,2,Banyule (C),14,14
Y24H6240441,0,Banyule (C),8,8
Y24H6250101,2,Frankston (C),14,14
Y24H6250102,2,Frankston (C),7,7
Y24H6250103,2,Frankston (C),15,15
Y24H6250104,0,Frankston (C),9,9
Y24H6250105,4,Frankston (C),16,16
Y24H6250107,2,Frankston (C),14,14
Y24H6250111,1,Frankston (C),12,12
Y24H6250115,2,Frankston (C),12,12
Y24H6250116,0,Frankston (C),8,8
Y24H6250118,1,Frankston (C),11,11
Y24H6250124,1,Kingston (C),5,5
Y24H6250125,2,Kingston (C),17,17
Y24H6250129,2,Kingston (C),8,8
Y24H6250133,1,Kingston (C),6,6
Y24H6250136,1,Kingston (C),8,8
Y24H6250139,1,Kingston (C),11,11
Y24H6250141,2,Kingston (C),3,3
Y24H6250401,1,Moonee Valley (C),13,13
Y24H6250404,2,Moonee Valley (C),12,12
Y24H6250407,1,Moonee Valley (C),2,2
Y24H6250412,2,Moonee Valley (C),15,15
Y24H6250416,4,Moonee Valley (C),13,13
