hhid,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,homesubregion_ASGS,homeregion_ASGS,dayType,weekly_hhinc_group,annual_hhinc_group
Y24H5770216,2,Separate House,Fully Owned,1,3,August,Tuesday,Knox (C),60->64,65->69,65->69,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H5770218,2,Separate House,Being Purchased,2,2,August,Thursday,Knox (C),60->64,65->69,70->74,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H5770219,2,Separate House,Fully Owned,0,2,August,Friday,Knox (C),70->74,70->74,75->79,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H5770220,2,Separate House,Fully Owned,0,1,August,Saturday,Knox (C),75->79,85->89,90->94,MELB - Outer,Greater Melbourne,Weekend,5,5
Y24H5770222,5,Separate House,Fully Owned,3,3,August,Monday,Knox (C),15->19,30->34,50->54,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H5770224,1,Separate House,Fully Owned,1,1,August,Wednesday,Knox (C),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H5770227,4,Separate House,Being Purchased,5,2,August,Saturday,Knox (C),0->4,20->24,40->44,MELB - Outer,Greater Melbourne,Weekend,12,12
Y24H5770232,2,Separate House,Being Purchased,1,5,August,Thursday,Knox (C),55->59,60->64,60->64,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H5770233,2,Separate House,Fully Owned,3,2,August,Friday,Knox (C),65->69,65->69,65->69,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H5770234,1,Separate House,Being Rented,0,1,August,Saturday,Knox (C),60->64,60->64,60->64,MELB - Outer,Greater Melbourne,Weekend,7,7
Y24H5770235,1,Separate House,Fully Owned,0,1,August,Sunday,Knox (C),60->64,60->64,60->64,MELB - Outer,Greater Melbourne,Weekend,5,5
Y24H5770236,4,Separate House,Being Purchased,Missing/Refused,3,August,Monday,Knox (C),20->24,35->39,55->59,MELB - Outer,Greater Melbourne,Weekday,15,15
Y24H5770237,5,Separate House,Being Purchased,4,2,August,Tuesday,Knox (C),15->19,30->34,50->54,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H5770239,2,Separate House,Being Purchased,0,2,August,Thursday,Knox (C),55->59,55->59,60->64,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H5770240,3,Separate House,Being Purchased,2,2,August,Friday,Knox (C),5->9,30->34,45->49,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H5770241,1,Separate House,Fully Owned,Missing/Refused,1,August,Saturday,Knox (C),55->59,55->59,55->59,MELB - Outer,Greater Melbourne,Weekend,3,3
Y24H5770242,2,Separate House,Being Rented,0,2,August,Sunday,Knox (C),25->29,30->34,30->34,MELB - Outer,Greater Melbourne,Weekend,8,8
Y24H5770322,3,Separate House,Being Purchased,8,2,August,Monday,Yarra (C),20->24,45->49,55->59,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H5770323,2,Terrace or Townhouse,Being Rented,0,2,August,Tuesday,Yarra (C),25->29,25->29,25->29,MELB - Inner,Greater Melbourne,Weekday,7,7
Y24H5770324,4,Terrace or Townhouse,Being Rented,4,1,August,Wednesday,Yarra (C),0->4,20->24,40->44,MELB - Inner,Greater Melbourne,Weekday,12,12
Y24H5770327,2,Terrace or Townhouse,Being Rented,Missing/Refused,1,August,Saturday,Yarra (C),30->34,30->34,35->39,MELB - Inner,Greater Melbourne,Weekend,15,15
Y24H5770330,2,Terrace or Townhouse,Being Rented,1,1,August,Tuesday,Yarra (C),30->34,30->34,35->39,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H5770334,2,Separate House,Being Purchased,2,0,August,Saturday,Yarra (C),30->34,30->34,30->34,MELB - Inner,Greater Melbourne,Weekend,18,18
Y24H5770335,1,Separate House,Being Purchased,1,1,August,Sunday,Yarra (C),55->59,55->59,55->59,MELB - Inner,Greater Melbourne,Weekend,9,9
Y24H5770336,2,Separate House,Being Rented,2,1,August,Monday,Yarra (C),30->34,35->39,40->44,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H5770337,2,Separate House,Fully Owned,0,0,August,Tuesday,Yarra (C),80->84,85->89,95->99,MELB - Inner,Greater Melbourne,Weekday,5,5
Y24H5770338,1,Terrace or Townhouse,Being Purchased,0,1,August,Wednesday,Yarra (C),60->64,60->64,60->64,MELB - Inner,Greater Melbourne,Weekday,7,7
Y24H5770342,2,Separate House,Fully Owned,Missing/Refused,2,August,Sunday,Yarra (C),30->34,30->34,30->34,MELB - Inner,Greater Melbourne,Weekend,18,18
Y24H5770504,1,Separate House,Being Rented,0,2,August,Thursday,Brimbank (C),50->54,50->54,50->54,MELB - Middle,Greater Melbourne,Weekday,3,3
Y24H5770506,3,"Unit, Flat or Apartment",Being Rented,1,1,August,Saturday,Brimbank (C),10->14,25->29,35->39,MELB - Middle,Greater Melbourne,Weekend,10,10
Y24H5770515,1,Terrace or Townhouse,Being Purchased,2,1,August,Monday,Brimbank (C),35->39,35->39,35->39,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H5770517,3,Separate House,Being Purchased,4,2,August,Wednesday,Brimbank (C),5->9,30->34,45->49,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H5770518,1,Terrace or Townhouse,Being Rented,1,1,August,Thursday,Brimbank (C),30->34,30->34,30->34,MELB - Middle,Greater Melbourne,Weekday,1,1
Y24H5770521,3,Separate House,Being Purchased,3,2,August,Sunday,Brimbank (C),0->4,25->29,40->44,MELB - Middle,Greater Melbourne,Weekend,14,14
Y24H5770530,1,Terrace or Townhouse,Being Rented,0,0,August,Tuesday,Brimbank (C),45->49,45->49,45->49,MELB - Middle,Greater Melbourne,Weekday,10,10
Y24H5770541,1,"Unit, Flat or Apartment",Fully Owned,Missing/Refused,0,August,Saturday,Brimbank (C),70->74,70->74,70->74,MELB - Middle,Greater Melbourne,Weekend,12,12
Y24H5780104,3,Separate House,Being Purchased,0,3,August,Thursday,Casey (C),20->24,35->39,50->54,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H5780108,4,Separate House,Being Purchased,2,2,August,Monday,Casey (C),5->9,20->24,35->39,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H5780109,6,Separate House,Fully Owned,2,4,August,Tuesday,Casey (C),0->4,30->34,60->64,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H5780114,1,Separate House,Being Rented,0,1,August,Sunday,Casey (C),45->49,45->49,45->49,MELB - Outer,Greater Melbourne,Weekend,8,8
Y24H5780115,3,Separate House,Being Purchased,2,5,August,Monday,Casey (C),5->9,30->34,45->49,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H5780120,1,Separate House,Being Rented,Missing/Refused,1,August,Saturday,Casey (C),65->69,65->69,65->69,MELB - Outer,Greater Melbourne,Weekend,3,3
Y24H5780122,4,Separate House,Fully Owned,0,4,August,Monday,Casey (C),15->19,35->39,55->59,MELB - Outer,Greater Melbourne,Weekday,16,16
Y24H5780126,2,Separate House,Fully Owned,0,1,August,Friday,Casey (C),70->74,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H5780130,3,Separate House,Fully Owned,Missing/Refused,3,August,Tuesday,Casey (C),45->49,50->54,55->59,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H5780136,2,Terrace or Townhouse,Being Rented,0,2,August,Monday,Casey (C),25->29,25->29,25->29,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H5780137,3,Separate House,Being Purchased,0,2,August,Tuesday,Casey (C),25->29,40->44,55->59,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H5780138,7,Separate House,Being Purchased,0,5,August,Wednesday,Casey (C),0->4,30->34,65->69,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H5780140,4,Terrace or Townhouse,Being Rented,0,1,August,Friday,Casey (C),5->9,25->29,45->49,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H5780201,2,Separate House,Fully Owned,0,2,August,Monday,Monash (C),60->64,65->69,70->74,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H5780203,3,Separate House,Being Purchased,0,3,August,Wednesday,Monash (C),25->29,35->39,50->54,MELB - Middle,Greater Melbourne,Weekday,16,16
Y24H5780204,4,Separate House,Being Purchased,5,2,August,Thursday,Monash (C),5->9,25->29,40->44,MELB - Middle,Greater Melbourne,Weekday,18,18
Y24H5780209,2,Separate House,Being Purchased,0,2,August,Tuesday,Monash (C),25->29,40->44,55->59,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H5780215,2,Separate House,Fully Owned,0,2,August,Monday,Monash (C),65->69,65->69,65->69,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H5780216,2,Separate House,Being Rented,0,2,August,Tuesday,Monash (C),60->64,60->64,60->64,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H5780220,1,Separate House,Being Rented,0,1,August,Saturday,Monash (C),60->64,60->64,60->64,MELB - Middle,Greater Melbourne,Weekend,9,9
Y24H5780303,3,"Unit, Flat or Apartment",Being Rented,1,1,August,Wednesday,Glen Eira (C),5->9,15->19,40->44,MELB - Inner,Greater Melbourne,Weekday,9,9
Y24H5780308,4,Terrace or Townhouse,Being Purchased,10,1,August,Monday,Glen Eira (C),10->14,30->34,45->49,MELB - Inner,Greater Melbourne,Weekday,18,18
Y24H5780309,1,Separate House,Fully Owned,0,1,August,Tuesday,Glen Eira (C),95->99,95->99,95->99,MELB - Inner,Greater Melbourne,Weekday,10,10
Y24H5780311,2,Terrace or Townhouse,Fully Owned,0,2,August,Thursday,Glen Eira (C),70->74,75->79,75->79,MELB - Inner,Greater Melbourne,Weekday,17,17
Y24H5780314,2,Separate House,Fully Owned,0,2,August,Sunday,Glen Eira (C),75->79,75->79,75->79,MELB - Inner,Greater Melbourne,Weekend,6,6
Y24H5780315,2,Separate House,Fully Owned,0,2,August,Monday,Glen Eira (C),80->84,80->84,80->84,MELB - Inner,Greater Melbourne,Weekday,7,7
Y24H5780318,5,Separate House,Fully Owned,Missing/Refused,4,August,Thursday,Glen Eira (C),15->19,30->34,45->49,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H5780319,1,"Unit, Flat or Apartment",Being Rented,0,1,August,Friday,Glen Eira (C),65->69,65->69,65->69,MELB - Inner,Greater Melbourne,Weekday,4,4
Y24H5780320,4,Separate House,Being Purchased,Missing/Refused,1,August,Saturday,Glen Eira (C),15->19,35->39,50->54,MELB - Inner,Greater Melbourne,Weekend,16,16
Y24H5780322,2,Separate House,Fully Owned,3,2,August,Monday,Glen Eira (C),60->64,60->64,60->64,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H5780323,1,"Unit, Flat or Apartment",Being Rented,0,0,August,Tuesday,Glen Eira (C),20->24,20->24,20->24,MELB - Inner,Greater Melbourne,Weekday,9,9
Y24H5780324,5,Separate House,Being Purchased,3,2,August,Wednesday,Glen Eira (C),5->9,25->29,50->54,MELB - Inner,Greater Melbourne,Weekday,18,18
Y24H5780325,1,"Unit, Flat or Apartment",Being Rented,1,0,August,Thursday,Glen Eira (C),20->24,20->24,20->24,MELB - Inner,Greater Melbourne,Weekday,6,6
Y24H5780327,4,Separate House,Being Purchased,3,5,August,Saturday,Glen Eira (C),15->19,40->44,60->64,MELB - Inner,Greater Melbourne,Weekend,12,12
Y24H5780328,1,"Unit, Flat or Apartment",Being Rented,0,1,August,Sunday,Glen Eira (C),25->29,25->29,25->29,MELB - Inner,Greater Melbourne,Weekend,9,9
Y24H5780330,4,Separate House,Fully Owned,4,3,August,Tuesday,Glen Eira (C),15->19,35->39,55->59,MELB - Inner,Greater Melbourne,Weekday,13,13
Y24H5780334,4,Separate House,Being Purchased,7,1,August,Saturday,Glen Eira (C),10->14,35->39,60->64,MELB - Inner,Greater Melbourne,Weekend,18,18
Y24H5780338,1,"Unit, Flat or Apartment",Fully Owned,0,1,August,Wednesday,Glen Eira (C),55->59,55->59,55->59,MELB - Inner,Greater Melbourne,Weekday,4,4
Y24H5780341,2,Separate House,Being Rented,1,1,August,Saturday,Glen Eira (C),35->39,35->39,40->44,MELB - Inner,Greater Melbourne,Weekend,17,17
Y24H5780401,1,Terrace or Townhouse,Being Purchased,1,0,August,Monday,Merri-bek (C),60->64,60->64,60->64,MELB - Inner,Greater Melbourne,Weekday,12,12
Y24H5780404,2,Separate House,Being Rented,Missing/Refused,0,August,Thursday,Merri-bek (C),20->24,20->24,25->29,MELB - Inner,Greater Melbourne,Weekday,11,11
Y24H5780405,4,Separate House,Being Purchased,4,1,August,Friday,Merri-bek (C),0->4,20->24,40->44,MELB - Inner,Greater Melbourne,Weekday,16,16
Y24H5780406,3,Terrace or Townhouse,Being Purchased,2,1,August,Saturday,Merri-bek (C),0->4,30->34,50->54,MELB - Inner,Greater Melbourne,Weekend,9,9
Y24H5780407,2,Separate House,Being Purchased,2,0,August,Sunday,Merri-bek (C),25->29,25->29,25->29,MELB - Inner,Greater Melbourne,Weekend,12,12
Y24H5780411,2,Separate House,Fully Owned,2,1,August,Thursday,Merri-bek (C),55->59,55->59,55->59,MELB - Inner,Greater Melbourne,Weekday,8,8
Y24H5780414,4,Terrace or Townhouse,Being Rented,4,0,August,Sunday,Merri-bek (C),0->4,20->24,45->49,MELB - Inner,Greater Melbourne,Weekend,14,14
Y24H5780416,4,Separate House,Being Rented,4,1,August,Tuesday,Merri-bek (C),10->14,30->34,55->59,MELB - Inner,Greater Melbourne,Weekday,11,11
Y24H5780417,4,Separate House,Fully Owned,5,2,August,Wednesday,Merri-bek (C),10->14,30->34,45->49,MELB - Inner,Greater Melbourne,Weekday,17,17
Y24H5780419,1,Separate House,Fully Owned,1,1,August,Friday,Merri-bek (C),65->69,65->69,65->69,MELB - Inner,Greater Melbourne,Weekday,9,9
Y24H5780426,1,"Unit, Flat or Apartment",Being Rented,1,0,August,Friday,Merri-bek (C),25->29,25->29,25->29,MELB - Inner,Greater Melbourne,Weekday,8,8
Y24H5780427,1,"Unit, Flat or Apartment",Being Rented,0,0,August,Saturday,Merri-bek (C),25->29,25->29,25->29,MELB - Inner,Greater Melbourne,Weekend,8,8
Y24H5780431,1,"Unit, Flat or Apartment",Being Rented,0,1,August,Wednesday,Merri-bek (C),35->39,35->39,35->39,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H5780432,1,"Unit, Flat or Apartment",Being Rented,Missing/Refused,0,August,Thursday,Merri-bek (C),30->34,30->34,30->34,MELB - Inner,Greater Melbourne,Weekday,12,12
Y24H5780434,2,"Unit, Flat or Apartment",Fully Owned,0,1,August,Saturday,Merri-bek (C),15->19,35->39,50->54,MELB - Inner,Greater Melbourne,Weekend,8,8
Y24H5780436,2,"Unit, Flat or Apartment",Fully Owned,Missing/Refused,1,August,Monday,Merri-bek (C),20->24,25->29,30->34,MELB - Inner,Greater Melbourne,Weekday,0,0
Y24H5780440,3,"Unit, Flat or Apartment",Being Purchased,2,1,August,Friday,Merri-bek (C),0->4,25->29,40->44,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H5790103,3,Separate House,Fully Owned,3,4,August,Wednesday,Casey (C),10->14,25->29,35->39,MELB - Outer,Greater Melbourne,Weekday,15,15
Y24H5790105,2,Separate House,Fully Owned,2,3,September,Friday,Casey (C),60->64,65->69,65->69,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H5790106,4,Separate House,Being Purchased,6,2,September,Saturday,Casey (C),5->9,30->34,50->54,MELB - Outer,Greater Melbourne,Weekend,15,15
Y24H5790114,4,Separate House,Being Purchased,3,2,September,Sunday,Casey (C),5->9,25->29,40->44,MELB - Outer,Greater Melbourne,Weekend,15,15
Y24H5790118,1,Separate House,Fully Owned,1,1,August,Thursday,Casey (C),60->64,60->64,60->64,MELB - Outer,Greater Melbourne,Weekday,1,1
Y24H5790122,4,Separate House,Fully Owned,3,2,August,Monday,Casey (C),0->4,15->19,35->39,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H5790123,3,Separate House,Being Purchased,1,2,August,Tuesday,Casey (C),0->4,20->24,35->39,MELB - Outer,Greater Melbourne,Weekday,9,9
Y24H5790124,4,Separate House,Being Rented,Missing/Refused,2,August,Wednesday,Casey (C),5->9,25->29,40->44,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H5790125,4,Separate House,Fully Owned,1,2,August,Thursday,Casey (C),5->9,30->34,55->59,MELB - Outer,Greater Melbourne,Weekday,18,18
Y24H5790128,1,Separate House,Fully Owned,0,1,September,Sunday,Casey (C),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekend,3,3
Y24H5790129,2,Separate House,Being Purchased,2,2,August,Monday,Casey (C),25->29,30->34,30->34,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H5790133,2,Separate House,Fully Owned,0,1,September,Friday,Casey (C),75->79,80->84,80->84,MELB - Outer,Greater Melbourne,Weekday,4,4
Y24H5790134,1,Separate House,Being Purchased,1,1,September,Saturday,Casey (C),35->39,35->39,35->39,MELB - Outer,Greater Melbourne,Weekend,6,6
Y24H5790135,4,Separate House,Fully Owned,1,3,September,Sunday,Casey (C),10->14,30->34,45->49,MELB - Outer,Greater Melbourne,Weekend,13,13
Y24H5790139,1,Separate House,Fully Owned,0,1,August,Thursday,Casey (C),70->74,70->74,70->74,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H5790141,5,Separate House,Being Purchased,5,2,September,Saturday,Casey (C),5->9,20->24,40->44,MELB - Outer,Greater Melbourne,Weekend,14,14
Y24H5790142,2,Separate House,Being Purchased,0,1,September,Sunday,Casey (C),45->49,45->49,50->54,MELB - Outer,Greater Melbourne,Weekend,8,8
Y24H5790203,2,"Unit, Flat or Apartment",Being Rented,0,1,August,Wednesday,Monash (C),25->29,25->29,25->29,MELB - Middle,Greater Melbourne,Weekday,9,9
Y24H5790206,4,Separate House,Being Purchased,1,3,September,Saturday,Monash (C),15->19,35->39,55->59,MELB - Middle,Greater Melbourne,Weekend,14,14
Y24H5790208,4,Separate House,Being Purchased,3,2,August,Monday,Monash (C),0->4,20->24,40->44,MELB - Middle,Greater Melbourne,Weekday,10,10
Y24H5790210,2,Separate House,Being Purchased,2,3,August,Wednesday,Monash (C),40->44,40->44,40->44,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H5790212,4,Separate House,Being Purchased,3,3,September,Friday,Monash (C),15->19,35->39,50->54,MELB - Middle,Greater Melbourne,Weekday,15,15
Y24H5790214,5,Separate House,Being Rented,1,1,September,Sunday,Monash (C),0->4,15->19,35->39,MELB - Middle,Greater Melbourne,Weekend,12,12
Y24H5790215,4,Separate House,Being Purchased,2,2,August,Monday,Monash (C),5->9,20->24,40->44,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H5790217,5,Separate House,Fully Owned,3,1,August,Wednesday,Monash (C),0->4,15->19,40->44,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H5790218,4,Separate House,Being Purchased,3,1,August,Thursday,Monash (C),10->14,30->34,55->59,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H5790219,1,Separate House,Fully Owned,0,1,September,Friday,Monash (C),55->59,55->59,55->59,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H5790220,1,"Unit, Flat or Apartment",Being Rented,0,1,September,Saturday,Monash (C),55->59,55->59,55->59,MELB - Middle,Greater Melbourne,Weekend,9,9
Y24H5790222,1,"Unit, Flat or Apartment",Fully Owned,0,1,August,Monday,Monash (C),75->79,75->79,75->79,MELB - Middle,Greater Melbourne,Weekday,4,4
Y24H5790223,6,Separate House,Being Purchased,2,3,August,Tuesday,Monash (C),5->9,25->29,55->59,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H5790224,3,Separate House,Being Purchased,1,2,August,Wednesday,Monash (C),0->4,25->29,45->49,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H5790227,2,Separate House,Fully Owned,0,1,September,Saturday,Monash (C),55->59,70->74,85->89,MELB - Middle,Greater Melbourne,Weekend,10,10
Y24H5790230,4,Separate House,Being Purchased,Missing/Refused,2,August,Tuesday,Monash (C),15->19,30->34,50->54,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H5790232,1,"Unit, Flat or Apartment",Fully Owned,0,1,August,Thursday,Monash (C),75->79,75->79,75->79,MELB - Middle,Greater Melbourne,Weekday,9,9
Y24H5790237,4,Separate House,Fully Owned,4,2,August,Tuesday,Monash (C),10->14,30->34,50->54,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H5790238,2,Separate House,Fully Owned,0,2,August,Wednesday,Monash (C),25->29,25->29,30->34,MELB - Middle,Greater Melbourne,Weekday,10,10
Y24H5790239,3,Separate House,Fully Owned,0,2,August,Thursday,Monash (C),25->29,45->49,55->59,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H5790240,7,Separate House,Fully Owned,4,1,September,Friday,Monash (C),10->14,25->29,50->54,MELB - Middle,Greater Melbourne,Weekday,16,16
Y24H5790241,1,"Unit, Flat or Apartment",Being Rented,0,0,September,Saturday,Monash (C),70->74,70->74,70->74,MELB - Middle,Greater Melbourne,Weekend,4,4
Y24H5790302,2,Separate House,Occupied Rent-Free,0,2,August,Tuesday,Bayside (C),45->49,50->54,50->54,MELB - Inner,Greater Melbourne,Weekday,13,13
Y24H5790303,1,Separate House,Fully Owned,0,1,August,Wednesday,Bayside (C),55->59,55->59,55->59,MELB - Inner,Greater Melbourne,Weekday,10,10
Y24H5790307,2,"Unit, Flat or Apartment",Being Purchased,0,1,September,Sunday,Bayside (C),60->64,65->69,75->79,MELB - Inner,Greater Melbourne,Weekend,2,2
Y24H5790311,1,"Unit, Flat or Apartment",Fully Owned,0,0,August,Thursday,Bayside (C),75->79,75->79,75->79,MELB - Inner,Greater Melbourne,Weekday,2,2
Y24H5790313,1,"Unit, Flat or Apartment",Fully Owned,1,1,September,Saturday,Bayside (C),65->69,65->69,65->69,MELB - Inner,Greater Melbourne,Weekend,6,6
Y24H5790314,2,Terrace or Townhouse,Being Purchased,0,1,September,Sunday,Bayside (C),70->74,70->74,75->79,MELB - Inner,Greater Melbourne,Weekend,6,6
Y24H5790316,5,Separate House,Fully Owned,4,3,August,Tuesday,Bayside (C),15->19,30->34,50->54,MELB - Inner,Greater Melbourne,Weekday,18,18
Y24H5790319,1,Separate House,Fully Owned,2,1,September,Friday,Bayside (C),55->59,55->59,55->59,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H5790321,2,Separate House,Fully Owned,Missing/Refused,2,September,Sunday,Bayside (C),60->64,60->64,60->64,MELB - Inner,Greater Melbourne,Weekend,18,18
Y24H5790322,2,"Unit, Flat or Apartment",Fully Owned,0,1,August,Monday,Bayside (C),65->69,70->74,70->74,MELB - Inner,Greater Melbourne,Weekday,6,6
Y24H5790324,1,"Unit, Flat or Apartment",Being Purchased,0,1,August,Wednesday,Bayside (C),65->69,65->69,65->69,MELB - Inner,Greater Melbourne,Weekday,14,14
Y24H5790326,1,"Unit, Flat or Apartment",Fully Owned,0,1,September,Friday,Bayside (C),65->69,65->69,65->69,MELB - Inner,Greater Melbourne,Weekday,6,6
Y24H5790327,2,Terrace or Townhouse,Fully Owned,3,2,September,Saturday,Bayside (C),65->69,65->69,70->74,MELB - Inner,Greater Melbourne,Weekend,18,18
